,movieId,title,genres,AvgRating,tag
2446,3259,Far and Away (1992),Adventure|Drama|Romance,3.1363636363636362,257.0
2447,3260,Howards End (1992),Drama,4.0,155.0
2450,3263,White Men Can't Jump (1992),Comedy|Drama,3.0454545454545454,661.0
2452,3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,4.0,987.5
2453,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,4.5,885.6666666666666
2457,3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,2.7916666666666665,913.0
2460,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,2.6724137931034484,1409.0
2465,3281,"Brandon Teena Story, The (1998)",Documentary,2.0,1372.0
2481,3306,"Circus, The (1928)",Comedy,4.125,716.0
2482,3307,City Lights (1931),Comedy|Drama|Romance,3.8461538461538463,695.0
2484,3310,"Kid, The (1921)",Comedy|Drama,4.1,1224.0
2488,3317,Wonder Boys (2000),Comedy|Drama,3.659090909090909,1582.0
2496,3330,Splendor in the Grass (1961),Drama|Romance,4.25,976.0
2500,3341,Born Yesterday (1950),Comedy,4.285714285714286,1319.0
2512,3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,3.7045454545454546,661.0
2524,3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,4.5,1453.0
2525,3385,Volunteers (1985),Comedy,2.8125,409.0
2526,3386,JFK (1991),Drama|Mystery|Thriller,3.5,1264.0
2546,3408,Erin Brockovich (2000),Drama,3.5285714285714285,1434.5
2554,3420,...And Justice for All (1979),Drama|Thriller,3.1666666666666665,1091.0
2555,3421,Animal House (1978),Comedy,3.693548387096774,639.0
2558,3424,Do the Right Thing (1989),Drama,4.037037037037037,1136.0
2562,3429,Creature Comforts (1989),Animation|Comedy,4.25,569.0
2568,3435,Double Indemnity (1944),Crime|Drama|Film-Noir,4.323529411764706,256.0
2578,3447,"Good Earth, The (1937)",Drama,4.0,410.0
2582,3451,Guess Who's Coming to Dinner (1967),Drama,4.545454545454546,963.75
2589,3461,Lord of the Flies (1963),Adventure|Drama|Thriller,3.0384615384615383,1065.0
2590,3462,Modern Times (1936),Comedy|Drama|Romance,3.72,894.0
2593,3468,"Hustler, The (1961)",Drama,4.333333333333333,1257.0
2594,3469,Inherit the Wind (1960),Drama,4.083333333333333,1000.6666666666666
2599,3475,"Place in the Sun, A (1951)",Drama|Romance,4.5,756.0
2605,3481,High Fidelity (2000),Comedy|Drama|Romance,3.6666666666666665,778.5
2608,3489,Hook (1991),Adventure|Comedy|Fantasy,3.358490566037736,413.0
2613,3498,Midnight Express (1978),Drama,4.0,249.0
2614,3499,Misery (1990),Drama|Horror|Thriller,3.840909090909091,1286.857142857143
2617,3502,My Life (1993),Drama,3.5,830.0
2619,3504,Network (1976),Comedy|Drama,4.0227272727272725,1075.0
2622,3507,"Odd Couple, The (1968)",Comedy,4.066666666666666,249.0
2626,3512,Return to Me (2000),Drama|Romance,3.5625,1510.0
2629,3515,Me Myself I (2000),Comedy|Romance,3.611111111111111,594.0
2635,3526,Parenthood (1989),Comedy|Drama,3.7,899.0
2636,3527,Predator (1987),Action|Sci-Fi|Thriller,3.581967213114754,897.3636363636364
2637,3528,"Prince of Tides, The (1991)",Drama|Romance,3.4,1280.0
2642,3536,Keeping the Faith (2000),Comedy|Drama|Romance,3.4523809523809526,1287.0
2649,3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,4.5,1382.0
2650,3548,Auntie Mame (1958),Comedy|Drama,3.7,3.0
2651,3549,Guys and Dolls (1955),Comedy|Musical|Romance,3.9375,189.0
2654,3552,Caddyshack (1980),Comedy,3.826923076923077,953.0
2658,3556,"Virgin Suicides, The (1999)",Drama|Romance,3.769230769230769,955.0
2660,3559,Limelight (1952),Comedy|Drama|Romance,3.6666666666666665,249.0
2664,3566,"Big Kahuna, The (2000)",Comedy|Drama,2.875,1019.0
2674,3578,Gladiator (2000),Action|Adventure|Drama,3.9382352941176473,686.125
2691,3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,2.94,411.0
2706,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,4.071428571428571,1149.0
2733,3671,Blazing Saddles (1974),Comedy|Western,3.935483870967742,1024.6666666666667
2737,3675,White Christmas (1954),Comedy|Musical|Romance,4.1875,103.0
2738,3676,Eraserhead (1977),Drama|Horror,3.75,869.0588235294117
2745,3683,Blood Simple (1984),Crime|Drama|Film-Noir,4.0,113.0
2774,3712,Soapdish (1991),Comedy,2.8333333333333335,1483.0
2782,3723,Hamlet (1990),Drama,3.8,476.0
2783,3724,Coming Home (1978),Drama|War,3.3,547.0
2789,3730,"Conversation, The (1974)",Drama|Mystery,4.205882352941177,1429.0
2793,3735,Serpico (1973),Crime|Drama,3.7941176470588234,1252.0
2836,3793,X-Men (2000),Action|Adventure|Sci-Fi,3.699248120300752,1066.6666666666667
2842,3801,Anatomy of a Murder (1959),Drama|Mystery,4.0,794.0
2849,3811,Breaker Morant (1980),Drama|War,3.9285714285714284,794.0
2853,3816,"Official Story, The (La historia oficial) (1985)",Drama,4.0,1151.0
2875,3844,Steel Magnolias (1989),Drama,3.3333333333333335,835.0
2879,3849,The Spiral Staircase (1945),Horror|Mystery|Thriller,4.0,841.0
2885,3859,"Eyes of Tammy Faye, The (2000)",Documentary,3.75,865.5
2897,3877,Supergirl (1984),Action|Adventure|Fantasy,2.2222222222222223,1457.0
2907,3897,Almost Famous (2000),Drama,3.8674698795180724,969.75
2915,3910,Dancer in the Dark (2000),Drama|Musical,3.975,795.0
2916,3911,Best in Show (2000),Comedy,3.688679245283019,748.0
2932,3932,"Invisible Man, The (1933)",Horror|Sci-Fi,3.5,1061.0
2944,3948,Meet the Parents (2000),Comedy,3.4175824175824174,606.0
2945,3949,Requiem for a Dream (2000),Drama,3.921875,991.3333333333334
2947,3951,Two Family House (2000),Drama,5.0,249.0
2959,3967,Billy Elliot (2000),Drama,3.8513513513513513,653.0
2971,3983,You Can Count on Me (2000),Drama|Romance,4.166666666666667,900.0
2976,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,3.0454545454545454,148.0
2982,3994,Unbreakable (2000),Drama|Sci-Fi,3.4794520547945207,1060.375
2983,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,3.8363636363636364,935.0
2992,4007,Wall Street (1987),Drama,3.75,720.0
2997,4012,Punchline (1988),Comedy|Drama,2.5,1431.0
2999,4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,2.727272727272727,640.0
3003,4019,Finding Forrester (2000),Drama,3.7142857142857144,1582.0
3008,4024,"House of Mirth, The (2000)",Romance,2.1666666666666665,159.0
3009,4025,Miss Congeniality (2000),Comedy|Crime,3.0546875,1228.0
3010,4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,3.8085106382978724,700.0
3011,4029,State and Main (2000),Comedy|Drama,3.875,1167.0
3016,4034,Traffic (2000),Crime|Drama|Thriller,3.9,758.5
3025,4046,Friendly Persuasion (1956),Drama,4.0,426.0
3043,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller,4.5,1284.0
3061,4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,3.8181818181818183,1588.0
3065,4113,"Glass Menagerie, The (1987)",Drama,3.0,516.0
3068,4117,Hope and Glory (1987),Drama,4.333333333333333,249.0
3082,4138,My Demon Lover (1987),Comedy|Horror,1.0,832.0
3087,4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,4.214285714285714,1003.8888888888889
3100,4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,4.125,831.0
3102,4164,"Caveman's Valentine, The (2001)",Drama,3.5,694.0
3103,4166,Series 7: The Contenders (2001),Action|Drama,2.5,1312.0
3106,4171,Long Night's Journey Into Day (2000),Documentary,4.0,170.0
3107,4174,Avalon (1990),Drama,3.0,249.0
3112,4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,4.0,103.0
3114,4189,"Greatest Story Ever Told, The (1965)",Drama,2.5,692.0
3115,4190,Elmer Gantry (1960),Drama,4.0,1292.0
3116,4191,Alfie (1966),Comedy|Drama|Romance,3.25,1372.0
3125,4204,Losin' It (1983),Comedy,1.0,1552.0
3128,4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,3.9166666666666665,791.5
3129,4211,Reversal of Fortune (1990),Drama,3.75,1557.0
3131,4214,Revenge of the Nerds (1984),Comedy,2.8846153846153846,766.0
3134,4218,River's Edge (1986),Crime|Drama,3.5,249.0
3137,4221,Necessary Roughness (1991),Comedy,2.625,922.0
3138,4223,Enemy at the Gates (2001),Drama|War,3.5125,570.8
3141,4226,Memento (2000),Mystery|Thriller,4.122641509433962,1038.4615384615386
3145,4232,Spy Kids (2001),Action|Adventure|Children|Comedy,2.9464285714285716,1429.0
3157,4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,3.623076923076923,1386.0
3165,4259,"Luzhin Defence, The (2000)",Drama|Romance,3.5,369.0
3167,4262,Scarface (1983),Action|Crime|Drama,3.9328358208955225,25.0
3168,4263,Days of Wine and Roses (1962),Drama,4.0,589.0
3184,4292,Norma Rae (1979),Drama,3.5,541.0
3187,4296,Love Story (1970),Drama|Romance,3.0,830.0
3194,4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,3.8676470588235294,897.0
3198,4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,3.5,249.0
3200,4316,Ice Castles (1978),Drama,2.0,913.0
3206,4326,Mississippi Burning (1988),Crime|Drama|Thriller,3.590909090909091,1305.5
3209,4333,Throw Momma from the Train (1987),Comedy|Crime,3.2,503.0
3216,4343,Evolution (2001),Comedy|Sci-Fi,3.037037037037037,892.5
3219,4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,3.8333333333333335,234.0
3226,4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,3.8,249.0
3228,4359,"Seven Year Itch, The (1955)",Comedy,3.375,584.0
3229,4361,Tootsie (1982),Comedy|Romance,3.421875,1136.0
3234,4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,3.3392857142857144,625.8
3240,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,3.857142857142857,573.0
3253,4396,"Cannonball Run, The (1981)",Action|Comedy,2.75,1302.0
3258,4404,Faust (1926),Drama|Fantasy|Horror,4.0,249.0
3286,4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,3.3548387096774195,1357.0
3287,4447,Legally Blonde (2001),Comedy|Romance,3.15625,1091.0
3288,4448,"Score, The (2001)",Action|Drama,3.55,849.0
3294,4454,More (1998),Animation|Drama|Sci-Fi|IMAX,5.0,996.5714285714286
3300,4465,"Accused, The (1988)",Drama,3.7,1308.0
3308,4476,Big Business (1988),Comedy,2.3333333333333335,1519.0
3309,4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,1.9375,753.0
3317,4489,Coming to America (1988),Comedy|Romance,3.4583333333333335,526.5
3320,4495,Crossing Delancey (1988),Comedy|Romance,5.0,378.0
3342,4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,3.1,590.0
3349,4537,Running on Empty (1988),Drama,4.333333333333333,1004.0
3352,4545,Short Circuit (1986),Comedy|Sci-Fi,3.275,1336.0
3353,4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,3.9166666666666665,1198.5
3354,4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,3.5,935.0
3357,4558,Twins (1988),Comedy,2.4642857142857144,1519.0
3363,4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,3.7,1497.0
3382,4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,3.25,846.0
3389,4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama,4.5,1315.0
3396,4621,Look Who's Talking (1989),Comedy|Romance,2.388888888888889,639.0
3398,4623,Major League (1989),Comedy,3.575,656.0
3409,4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,2.8472222222222223,839.0
3410,4639,America's Sweethearts (2001),Comedy|Romance,2.5833333333333335,699.5
3412,4641,Ghost World (2001),Comedy|Drama,3.5,580.0
3433,4677,Turner & Hooch (1989),Comedy|Crime,3.0384615384615383,848.0
3434,4678,UHF (1989),Comedy,3.4444444444444446,1483.0
3440,4688,Black Robe (1991),Adventure|Drama,3.3333333333333335,249.0
3451,4708,Marat/Sade (1966),Drama|Musical,4.5,1315.0
3465,4725,Session 9 (2001),Horror|Thriller,3.625,1110.25
3503,4787,Little Man Tate (1991),Drama,3.35,1276.0
3513,4801,"Little Foxes, The (1941)",Drama,4.0,900.0
3517,4808,"Vanishing, The (1993)",Mystery|Thriller,2.375,1320.0
3518,4809,Silkwood (1983),Drama,4.166666666666667,960.0
3521,4812,SpaceCamp (1986),Adventure|Sci-Fi,2.1666666666666665,890.0
3525,4816,Zoolander (2001),Comedy,3.509259259259259,706.1666666666666
3529,4823,Serendipity (2001),Comedy|Romance,3.14,1564.0
3537,4835,Coal Miner's Daughter (1980),Drama,3.5,316.0
3549,4857,Fiddler on the Roof (1971),Drama|Musical,3.8125,414.5
3559,4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,3.484848484848485,935.0
3562,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,3.981651376146789,1152.655172413793
3565,4881,"Man Who Wasn't There, The (2001)",Crime|Drama,3.735294117647059,113.0
3574,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,3.7616822429906542,569.7142857142857
3579,4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,3.35,949.0
3589,4920,"Now, Voyager (1942)",Drama|Romance,3.6666666666666665,1283.0
3614,4963,Ocean's Eleven (2001),Crime|Thriller,3.8445378151260505,994.0
3619,4969,And Then There Were None (1945),Crime|Mystery,3.625,249.0
3620,4970,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,4.0,1288.0
3622,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,4.183333333333334,1570.0
3628,4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,3.6838235294117645,1190.0
3629,4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,3.075,1497.0
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,4.106060606060606,1002.0
3640,4995,"Beautiful Mind, A (2001)",Drama|Romance,4.0,1126.0
3641,4998,"Defiant Ones, The (1958)",Adventure|Crime|Drama|Thriller,3.5,1303.0
3644,5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller,4.388888888888889,409.0
3648,5012,Yentl (1983),Drama|Musical|Romance,4.0,549.0
3651,5015,Monster's Ball (2001),Drama|Romance,3.3055555555555554,1302.0
3660,5034,"Truly, Madly, Deeply (1991)",Drama|Romance,3.6666666666666665,196.0
3676,5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,3.828125,932.6666666666666
3691,5088,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama,5.0,1064.0
3709,5114,"Bad and the Beautiful, The (1952)",Drama,4.0,1166.0
3711,5120,Sleuth (1972),Comedy|Mystery|Thriller,4.166666666666667,249.0
3717,5135,Monsoon Wedding (2001),Comedy|Romance,3.8333333333333335,251.0
3720,5139,"Bad News Bears, The (1976)",Comedy,3.2777777777777777,656.0
3743,5213,"Oh, God! Book II (1980)",Comedy,1.5,1318.0
3750,5224,Promises (2001),Documentary,4.25,249.0
3755,5238,Return of the Secaucus 7 (1980),Drama,3.5,249.0
3764,5254,Blade II (2002),Action|Horror|Thriller,3.2058823529411766,379.0
3770,5266,Panic Room (2002),Thriller,3.0,801.0
3783,5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,3.9444444444444446,908.25
3786,5294,Frailty (2001),Crime|Drama|Thriller,3.8636363636363638,1318.0
3793,5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War,4.0,249.0
3800,5316,Enigma (2001),Romance|Thriller,3.142857142857143,565.0
3819,5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,3.540983606557377,1457.0
3820,5353,Butterflies Are Free (1972),Comedy|Drama,3.0,695.0
3831,5377,About a Boy (2002),Comedy|Drama|Romance,3.715909090909091,380.0
3833,5379,"Believer, The (2001)",Drama,4.25,453.0
3839,5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,3.303030303030303,643.0
3844,5398,Requiem for a Heavyweight (1962),Drama,4.0,706.0
3847,5404,84 Charing Cross Road (1987),Drama|Romance,4.5,703.0
3873,5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,3.6375,937.0
3874,5446,Rabbit-Proof Fence (2002),Adventure|Drama,3.642857142857143,52.0
3878,5450,Lovely & Amazing (2001),Comedy|Drama|Romance,3.2,1483.0
3879,5451,Pumpkin (2002),Comedy|Drama|Romance,3.0,990.0
3885,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,2.959016393442623,1027.3333333333333
3890,5464,Road to Perdition (2002),Crime|Drama,3.520408163265306,641.5
3894,5470,The Importance of Being Earnest (1952),Comedy|Romance,4.333333333333333,400.0
3897,5475,Z (1969),Drama|Mystery|Thriller,3.8333333333333335,249.0
3904,5483,"Kid Stays in the Picture, The (2002)",Documentary,3.8333333333333335,1166.0
3911,5498,Red Beard (Akahige) (1965),Drama,4.5,249.0
3915,5502,Signs (2002),Horror|Sci-Fi|Thriller,3.1666666666666665,590.0
3918,5505,"Good Girl, The (2002)",Comedy|Drama,3.2083333333333335,1084.5
3930,5527,Possession (2002),Drama|Romance,3.5,358.5
3931,5528,One Hour Photo (2002),Drama|Thriller,3.473684210526316,1263.0
3943,5548,Down and Out in Beverly Hills (1986),Comedy,3.0,1010.0
3958,5577,Igby Goes Down (2002),Comedy|Drama,3.6666666666666665,580.0
3970,5601,"Yearling, The (1946)",Children|Drama,4.0,40.0
3972,5603,"Lavender Hill Mob, The (1951)",Comedy|Crime,4.5,897.5
3984,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,4.155172413793103,608.0
3990,5629,Jonah: A VeggieTales Movie (2002),Animation|Children|Musical,2.0,66.0
3991,5630,Red Dragon (2002),Crime|Mystery|Thriller,3.435483870967742,214.0
3993,5633,Heaven (2002),Drama,3.75,702.0
4000,5644,"Pride of the Yankees, The (1942)",Drama,3.5,486.5
4012,5669,Bowling for Columbine (2002),Documentary,3.7758620689655173,1550.0
4015,5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,3.621212121212121,1221.6923076923076
4020,5682,"Grey Zone, The (2001)",Drama,3.25,234.0
4022,5685,Real Women Have Curves (2002),Comedy|Drama,4.25,198.0
4025,5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,4.15625,1174.5555555555557
4027,5694,Staying Alive (1983),Comedy|Drama|Musical,2.25,11.0
4046,5747,Gallipoli (1981),Drama|War,4.285714285714286,564.0
4064,5791,Frida (2002),Drama|Romance,3.78125,619.0
4065,5792,Roger Dodger (2002),Comedy|Drama,3.6666666666666665,824.0
4070,5802,"World of Henry Orient, The (1964)",Comedy,4.0,1481.0
4075,5812,Far from Heaven (2002),Drama|Romance,3.8636363636363638,1347.0
4076,5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,3.5980392156862746,444.5
4079,5820,Standing in the Shadows of Motown (2002),Documentary|Musical,3.5,1178.0
4099,5875,Personal Velocity (2002),Drama,2.5,1380.0
4100,5876,"Quiet American, The (2002)",Drama|Thriller|War,3.9,200.0
4101,5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,4.035714285714286,769.0
4114,5899,Zulu (1964),Action|Drama|War,4.0,23.0
4137,5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,4.0212765957446805,447.0
4139,5954,25th Hour (2002),Crime|Drama,3.840909090909091,996.0
4151,5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,3.9594594594594597,608.0
4159,5989,Catch Me If You Can (2002),Crime|Drama,3.9217391304347826,931.125
4161,5991,Chicago (2002),Comedy|Crime|Drama|Musical,3.7244897959183674,1013.6666666666666
4164,5994,Nicholas Nickleby (2002),Drama|Romance,4.0,137.0
4165,5995,"Pianist, The (2002)",Drama|War,4.108695652173913,920.0
4168,6002,Love Liza (2002),Drama,3.3333333333333335,1226.0
4169,6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,3.6,1483.0
4176,6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,4.1466666666666665,1248.1666666666667
4177,6020,Alice Adams (1935),Comedy|Drama,3.5,756.0
4182,6027,Dogfight (1991),Drama|Romance,4.166666666666667,249.0
4184,6031,Imitation of Life (1959),Drama|Romance,3.5,1233.0
4190,6041,Amen. (2002),Drama,3.8333333333333335,249.0
4197,6058,Final Destination 2 (2003),Horror|Thriller,3.05,1459.5
4201,6063,May (2002),Drama|Horror,3.3333333333333335,849.0
4207,6090,Kiss Me Goodbye (1982),Comedy,3.5,949.0
4211,6101,Missing (1982),Drama|Mystery|Thriller,4.0,614.3333333333334
4212,6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,4.166666666666667,1427.0
4213,6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,4.0,565.0
4228,6156,Shanghai Knights (2003),Action|Adventure|Comedy,3.210526315789474,166.0
4229,6157,Daredevil (2003),Action|Crime,2.5,351.0
4231,6159,All the Real Girls (2003),Drama|Romance,4.25,580.0
4233,6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,4.5,1210.0
4236,6170,"Black Stallion, The (1979)",Adventure|Children|Drama,3.5,1014.0
4237,6178,"Patch of Blue, A (1965)",Drama|Romance,4.0,897.6666666666666
4238,6181,"Red Badge of Courage, The (1951)",Drama|War,4.0,301.5
4240,6183,Pillow Talk (1959),Comedy|Musical|Romance,3.8333333333333335,751.5
4245,6188,Old School (2003),Comedy,3.5128205128205128,664.0
4248,6195,Stone Reader (2002),Documentary,4.0,602.5
4250,6197,Spider (2002),Drama|Mystery,3.3333333333333335,1139.0
4251,6201,Lady Jane (1986),Drama|Romance,5.0,166.0
4258,6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,3.888888888888889,831.0
4260,6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,3.75,565.0
4262,6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,3.3,1402.0
4268,6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,4.0,249.0
4269,6232,Born Free (1966),Adventure|Children|Drama,4.0,852.5
4271,6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War,4.333333333333333,399.5
4273,6238,Green Card (1990),Comedy|Drama|Romance,2.8333333333333335,1030.0
4276,6242,Ringu (Ring) (1998),Horror|Mystery|Thriller,3.4545454545454546,1483.0
4277,6244,Salaam Bombay! (1988),Drama,3.5,249.0
4278,6245,Sweet Charity (1969),Comedy|Drama|Musical|Romance,3.5,1278.0
4284,6254,"Awful Truth, The (1937)",Comedy|Romance,4.75,1361.0
4290,6268,Raising Victor Vargas (2002),Comedy|Drama|Romance,3.75,580.0
4291,6269,Stevie (2002),Documentary,4.25,67.0
4294,6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance,3.5,309.0
4297,6281,Phone Booth (2002),Drama|Thriller,3.140625,801.0
4298,6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,3.9,854.3333333333334
4300,6286,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama,3.875,601.0
4302,6288,Better Luck Tomorrow (2002),Crime|Drama,3.875,941.0
4303,6289,Ghosts of the Abyss (2003),Documentary|IMAX,3.5,525.0
4304,6290,House of 1000 Corpses (2003),Horror,2.7142857142857144,441.0
4305,6291,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama,3.5,972.5
4308,6296,"Mighty Wind, A (2003)",Comedy|Musical,3.75,1155.0
4309,6297,Holes (2003),Adventure|Children|Comedy|Mystery,3.425,747.0
4311,6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary,3.5,684.0
4316,6305,Fahrenheit 451 (1966),Drama|Sci-Fi,3.6,436.0
4318,6308,Legal Eagles (1986),Comedy|Crime|Romance,2.625,1091.0
4327,6323,Identity (2003),Crime|Horror|Mystery|Thriller,3.6818181818181817,285.0
4329,6327,"Decade Under the Influence, A (2003)",Documentary,3.5,586.5
4332,6331,Spellbound (2002),Documentary,3.923076923076923,1423.0
4334,6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,3.723684210526316,614.2
4335,6334,Blue Car (2002),Drama,3.5,1474.0
4338,6337,Owning Mahowny (2003),Crime|Drama|Thriller,3.5,939.0
4340,6339,"Man on the Train (Homme du train, L') (2002)",Comedy|Drama,3.875,1509.0
4341,6341,"Shape of Things, The (2003)",Drama,3.25,619.0
4348,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.0625,608.0
4352,6367,Down with Love (2003),Comedy|Romance,2.9,645.6666666666666
4353,6368,Cinemania (2002),Documentary,4.0,1167.0
4356,6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,3.316901408450704,1037.5
4358,6375,Gigantic (A Tale of Two Johns) (2002),Documentary,4.0,384.5
4360,6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,3.9609929078014185,683.6666666666666
4361,6378,"Italian Job, The (2003)",Action|Crime,3.6186440677966103,994.0
4363,6380,Capturing the Friedmans (2003),Documentary,3.9285714285714284,745.0
4366,6385,Whale Rider (2002),Drama,3.75,198.0
4369,6390,Silk Stockings (1957),Musical,3.5,383.0
4371,6400,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary,3.5,824.0
4374,6407,"Walk, Don't Run (1966)",Comedy|Romance,2.0,459.5
4380,6422,Shenandoah (1965),Drama|War|Western,4.0,108.0
4389,6440,Barton Fink (1991),Drama|Thriller,4.035714285714286,1166.0
4393,6452,"Long, Hot Summer, The (1958)",Drama,4.0,249.0
4395,6454,Music Box (1989),Drama,3.5,375.0
4400,6466,Mississippi Masala (1991),Drama|Romance,3.5,249.0
4408,6502,28 Days Later (2002),Action|Horror|Sci-Fi,3.9741379310344827,1588.0
4414,6515,You Only Live Once (1937),Crime|Film-Noir,4.5,933.0
4415,6516,Anastasia (1956),Drama,3.5,249.0
4422,6534,Hulk (2003),Action|Adventure|Sci-Fi,2.5606060606060606,813.0
4423,6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,2.409090909090909,1256.0
4424,6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy,3.6666666666666665,1467.0
4427,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,3.778523489932886,1467.0
4428,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2.625,800.5
4430,6545,I Capture the Castle (2003),Drama|Romance,4.5,145.0
